,"(0, 0)","(0, 1)"
6243,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8330855329070112}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2775.608933559995}}"
6244,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10780818414083557}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4165.920688831283}}"
6245,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.31280370778955807}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6651.591311884364}}"
6246,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.918432677130379}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7821.945524374112}}"
6247,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4934657407258361}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5977.600828900003}}"
6248,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5364886343806754}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1841.3113575340133}}"
6249,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18083793133917325}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4948.863598215052}}"
6250,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7125757390375371}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4497.787207488688}}"
6251,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10430816110228674}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3250.592113215102}}"
6252,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.42587620222006106}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6433.514347791703}}"
6253,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7102839612283294}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5698.77823411835}}"
6254,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5685072162847097}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5520.3350073434485}}"
6255,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.15114484474351447}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6863.842029232553}}"
6256,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8224994631961889}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7830.1402879831385}}"
6257,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.40957594727837043}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6126.758477347182}}"
6258,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.41689507912010854}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4813.605640711867}}"
6259,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8511842210799276}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2611.8944208948533}}"
6260,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.20330749631348868}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1806.7715224135802}}"
6261,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7278857646998235}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2526.6314834282584}}"
6262,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4846690424252242}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6711.572135308915}}"
6263,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.12956643247876418}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6018.6532465463015}}"
6264,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8705530759543908}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5931.29507635909}}"
6265,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18926320049349507}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4110.639335034201}}"
6266,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7711565833983862}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1038.1430563982012}}"
6267,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7067035008087382}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 320.1145502269843}}"
6268,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7013799769314292}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6626.253727338561}}"
6269,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5140788739268264}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6582.154863395212}}"
6270,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7769270785658469}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7276.6735646735}}"
6271,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.23203958417441117}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6041.7539756923625}}"
6272,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7741894139644672}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4534.918075213017}}"
6273,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6016728020088131}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1018.4625446580645}}"
6274,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.880467385075274}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2490.5796054959715}}"
6275,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9026372000974169}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1679.2447177820497}}"
6276,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6714637909790303}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7888.081957798575}}"
6277,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.02431332460733964}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3508.4144830626756}}"
6278,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9482719394136289}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7536.920452006974}}"
6279,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2858057966735126}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4764.444463862107}}"
6280,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6456516584650028}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3166.8476854812793}}"
6281,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.03192575355360359}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7213.620856742083}}"
6282,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16640419343499596}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2708.4546507038717}}"
6283,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4110959886793197}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 400.89966591342875}}"
6284,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9116833148113963}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4708.198152684299}}"
6285,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11506429692226516}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3722.75348607405}}"
6286,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6793508899237712}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 425.3712952766931}}"
6287,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5244699963398415}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7612.70484645883}}"
6288,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9615594137326741}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6982.519239028437}}"
6289,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.636284291757126}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 861.1110424610957}}"
6290,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9331403077875976}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2207.6418926430297}}"
6291,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2766912535434379}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5563.817804241624}}"
6292,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9677510323170623}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1111.990764637033}}"
6293,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.09796348204422403}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6597.04215579671}}"
6294,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7469073836920508}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2776.206197708304}}"
6295,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08672848130421866}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2989.6677612709227}}"
6296,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.512953223850354}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2845.825085736121}}"
6297,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6505658630526333}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2472.0017385186225}}"
6298,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3103333041991189}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5978.196408196257}}"
6299,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.991098360076451}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2037.7520894635418}}"
6300,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3767270227499471}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3161.772326380788}}"
6301,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.17855741388153157}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 973.3434988125291}}"
6302,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16877133353849566}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1572.6902370155399}}"
6303,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6661367332132124}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7115.657261547719}}"
6304,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.40391250069088974}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3347.8422398751095}}"
6305,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.17793881480386003}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3119.1559134784834}}"
6306,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5305993060353812}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6292.070661710953}}"
6307,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4582130284115863}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6521.359450881024}}"
6308,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6180881610938401}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5837.64837564783}}"
6309,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8577943276177089}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3963.76911159199}}"
6310,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9661009317887606}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1982.8961068473377}}"
6311,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2840128431096133}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3791.295841979747}}"
6312,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8759943174537896}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1817.6352261487941}}"
6313,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.19802388521648812}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 196.3561495549573}}"
6314,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7126201658746608}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6260.614947570352}}"
6315,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5367625397903832}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6714.058906953629}}"
6316,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44918730570091525}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6809.8410323988455}}"
6317,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6809467537244833}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2880.978739093828}}"
6318,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.817234337581302}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4560.1936433825485}}"
6319,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.025367483874769947}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3941.8555890279576}}"
6320,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.171485967048928}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7575.3188754832145}}"
6321,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3719685701806328}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3960.998023044134}}"
6322,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.25113744342512595}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6630.341540771643}}"
6323,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13481540631683803}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5471.113769365568}}"
6324,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5384547462007416}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6925.380035650744}}"
6325,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7993630458607521}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2456.2626994387224}}"
6326,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6211987784182977}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2510.988032323424}}"
6327,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4602993590332609}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7788.581511736194}}"
6328,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6134383436679963}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3670.6598470858416}}"
6329,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7448410596391335}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5206.000042709886}}"
6330,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07123197844227504}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 506.4317606001904}}"
6331,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1991265788120781}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 542.0447483670137}}"
6332,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6045326266911807}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5860.760426648081}}"
6333,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3788853600516631}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5867.443175005815}}"
6334,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7403889726208783}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2372.1892421085013}}"
6335,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6884472280029991}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3618.7296607597277}}"
6336,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5669533377228062}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6282.34315638664}}"
6337,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.186696944911315}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4250.921056493238}}"
6338,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08222669863200141}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6544.392658212944}}"
6339,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3046438556200143}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7177.811974299645}}"
6340,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8518962205355494}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7276.636949930398}}"
6341,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8227070948611948}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2327.3990310454096}}"
6342,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6076291265449992}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1680.495294405933}}"
6343,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7259845488890309}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3688.6595593027396}}"
6344,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.777115300646342}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2253.7890934829584}}"
6345,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9474417504200184}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1266.8569285016356}}"
6346,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3733137589656793}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2607.2011329121924}}"
6347,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4431021858856337}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5268.699486262971}}"
6348,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8891061995196122}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3060.7121636401394}}"
6349,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8724495659827771}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7822.95707727372}}"
6350,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.0925223385822439}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5289.297980941013}}"
